sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
skin_armpit_A_1_microbiome2_L	skin_armpit_A_2_microbiome2_L	0.4430422811235945	human.armpit.A	MM (2-min.)	human.armpit.A	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_A_1_microbiome2_L	skin_armpit_A_3_microbiome2_L	0.4788726642645303	human.armpit.A	MM (2-min.)	human.armpit.A	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_A_1_qiagen_L	skin_armpit_A_2_qiagen_L	0.4758757099742535	human.armpit.A	PS	human.armpit.A	PS	human	human armpit	low	Low biomass
skin_armpit_A_1_qiagen_L	skin_armpit_A_3_qiagen_L	0.4897596276221492	human.armpit.A	PS	human.armpit.A	PS	human	human armpit	low	Low biomass
skin_armpit_A_2_microbiome20_L	skin_armpit_A_3_microbiome20_L	0.4622305471057918	human.armpit.A	MM (20-min.)	human.armpit.A	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_A_2_microbiome2_L	skin_armpit_A_3_microbiome2_L	0.5339130316641261	human.armpit.A	MM (2-min.)	human.armpit.A	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_A_2_qiagen_L	skin_armpit_A_3_qiagen_L	0.4692700358436316	human.armpit.A	PS	human.armpit.A	PS	human	human armpit	low	Low biomass
skin_armpit_B_1_microbiome20_L	skin_armpit_B_2_microbiome20_L	0.6004211944369758	human.armpit.B	MM (20-min.)	human.armpit.B	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_B_1_microbiome20_L	skin_armpit_B_3_microbiome20_L	0.568025665877415	human.armpit.B	MM (20-min.)	human.armpit.B	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_B_1_microbiome2_L	skin_armpit_B_2_microbiome2_L	0.508755851545476	human.armpit.B	MM (2-min.)	human.armpit.B	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_B_1_microbiome2_L	skin_armpit_B_3_microbiome2_L	0.6022160940250019	human.armpit.B	MM (2-min.)	human.armpit.B	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_B_1_qiagen_L	skin_armpit_B_2_qiagen_L	0.4691699827846701	human.armpit.B	PS	human.armpit.B	PS	human	human armpit	low	Low biomass
skin_armpit_B_1_qiagen_L	skin_armpit_B_3_qiagen_L	0.5050613746938482	human.armpit.B	PS	human.armpit.B	PS	human	human armpit	low	Low biomass
skin_armpit_B_2_microbiome20_L	skin_armpit_B_3_microbiome20_L	0.5308686636680309	human.armpit.B	MM (20-min.)	human.armpit.B	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_B_2_microbiome2_L	skin_armpit_B_3_microbiome2_L	0.6168574610902191	human.armpit.B	MM (2-min.)	human.armpit.B	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_B_2_qiagen_L	skin_armpit_B_3_qiagen_L	0.43600740916185193	human.armpit.B	PS	human.armpit.B	PS	human	human armpit	low	Low biomass
skin_armpit_O_1_microbiome20_L	skin_armpit_O_2_microbiome20_L	0.6034191749924392	human.armpit.O	MM (20-min.)	human.armpit.O	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_microbiome20_L	skin_armpit_O_3_microbiome20_L	0.5580605029268014	human.armpit.O	MM (20-min.)	human.armpit.O	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_microbiome2_L	skin_armpit_O_2_microbiome2_L	0.4651483792256706	human.armpit.O	MM (2-min.)	human.armpit.O	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_microbiome2_L	skin_armpit_O_3_microbiome2_L	0.6075756966762218	human.armpit.O	MM (2-min.)	human.armpit.O	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_qiagen_L	skin_armpit_O_2_qiagen_L	0.4681795133508151	human.armpit.O	PS	human.armpit.O	PS	human	human armpit	low	Low biomass
skin_armpit_O_1_qiagen_L	skin_armpit_O_3_qiagen_L	0.4844439078036001	human.armpit.O	PS	human.armpit.O	PS	human	human armpit	low	Low biomass
skin_armpit_O_2_microbiome20_L	skin_armpit_O_3_microbiome20_L	0.5055885292308141	human.armpit.O	MM (20-min.)	human.armpit.O	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_O_2_microbiome2_L	skin_armpit_O_3_microbiome2_L	0.5842415084306626	human.armpit.O	MM (2-min.)	human.armpit.O	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_O_2_qiagen_L	skin_armpit_O_3_qiagen_L	0.46785603948807175	human.armpit.O	PS	human.armpit.O	PS	human	human armpit	low	Low biomass
skin_foot_A_1_microbiome20_L	skin_foot_A_2_microbiome20_L	0.649841398824433	human.foot.A	MM (20-min.)	human.foot.A	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_A_1_microbiome20_L	skin_foot_A_3_microbiome20_L	0.5753107293655094	human.foot.A	MM (20-min.)	human.foot.A	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_A_1_microbiome2_L	skin_foot_A_2_microbiome2_L	0.5070871440419992	human.foot.A	MM (2-min.)	human.foot.A	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_A_1_microbiome2_L	skin_foot_A_3_microbiome2_L	0.4840146254569244	human.foot.A	MM (2-min.)	human.foot.A	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_A_1_qiagen_L	skin_foot_A_2_qiagen_L	0.436374720459437	human.foot.A	PS	human.foot.A	PS	human	human foot	low	Low biomass
skin_foot_A_1_qiagen_L	skin_foot_A_3_qiagen_L	0.4946629470463393	human.foot.A	PS	human.foot.A	PS	human	human foot	low	Low biomass
skin_foot_A_2_microbiome20_L	skin_foot_A_3_microbiome20_L	0.5329299362626692	human.foot.A	MM (20-min.)	human.foot.A	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_A_2_microbiome2_L	skin_foot_A_3_microbiome2_L	0.4374967721655386	human.foot.A	MM (2-min.)	human.foot.A	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_A_2_qiagen_L	skin_foot_A_3_qiagen_L	0.4039000103728782	human.foot.A	PS	human.foot.A	PS	human	human foot	low	Low biomass
skin_foot_B_1_microbiome20_L	skin_foot_B_2_microbiome20_L	0.5287336940189045	human.foot.B	MM (20-min.)	human.foot.B	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_B_1_microbiome20_L	skin_foot_B_3_microbiome20_L	0.5495566154578522	human.foot.B	MM (20-min.)	human.foot.B	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_B_1_microbiome2_L	skin_foot_B_2_microbiome2_L	0.5132004706773774	human.foot.B	MM (2-min.)	human.foot.B	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_B_1_microbiome2_L	skin_foot_B_3_microbiome2_L	0.4739152748193622	human.foot.B	MM (2-min.)	human.foot.B	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_B_1_qiagen_L	skin_foot_B_2_qiagen_L	0.56637644645058	human.foot.B	PS	human.foot.B	PS	human	human foot	low	Low biomass
skin_foot_B_1_qiagen_L	skin_foot_B_3_qiagen_L	0.5463279728010039	human.foot.B	PS	human.foot.B	PS	human	human foot	low	Low biomass
skin_foot_B_2_microbiome20_L	skin_foot_B_3_microbiome20_L	0.4803737580311973	human.foot.B	MM (20-min.)	human.foot.B	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_B_2_microbiome2_L	skin_foot_B_3_microbiome2_L	0.5527925974307033	human.foot.B	MM (2-min.)	human.foot.B	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_B_2_qiagen_L	skin_foot_B_3_qiagen_L	0.5312368807326201	human.foot.B	PS	human.foot.B	PS	human	human foot	low	Low biomass
skin_foot_O_1_microbiome20_L	skin_foot_O_2_microbiome20_L	0.5550526084537237	human.foot.O	MM (20-min.)	human.foot.O	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_O_1_microbiome20_L	skin_foot_O_3_microbiome20_L	0.5009039537841091	human.foot.O	MM (20-min.)	human.foot.O	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_O_1_microbiome2_L	skin_foot_O_2_microbiome2_L	0.5439556180227443	human.foot.O	MM (2-min.)	human.foot.O	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_O_1_microbiome2_L	skin_foot_O_3_microbiome2_L	0.4934027262307893	human.foot.O	MM (2-min.)	human.foot.O	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_O_1_qiagen_L	skin_foot_O_2_qiagen_L	0.48440972773638974	human.foot.O	PS	human.foot.O	PS	human	human foot	low	Low biomass
skin_foot_O_1_qiagen_L	skin_foot_O_3_qiagen_L	0.5569837298950134	human.foot.O	PS	human.foot.O	PS	human	human foot	low	Low biomass
skin_foot_O_2_microbiome20_L	skin_foot_O_3_microbiome20_L	0.5182228430664276	human.foot.O	MM (20-min.)	human.foot.O	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_O_2_microbiome2_L	skin_foot_O_3_microbiome2_L	0.5417540157133302	human.foot.O	MM (2-min.)	human.foot.O	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_O_2_qiagen_L	skin_foot_O_3_qiagen_L	0.5211548127495125	human.foot.O	PS	human.foot.O	PS	human	human foot	low	Low biomass
