sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
oral_human_P_2_microbiome2_H	oral_human_P_3_microbiome2_H	0.3727810650887574	human.saliva.P	MM (2-min.)	human.saliva.P	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_human_Q_2_microbiome20_H	0.4548440065681445	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_human_Q_3_microbiome20_H	0.42736486486486486	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_saliva_Q_1_microbiome20_C	0.4449838187702265	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_saliva_Q_2_microbiome20_C	0.43506493506493504	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_saliva_Q_3_microbiome20_C	0.46070878274268107	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_human_Q_2_microbiome2_H	0.42193308550185876	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_human_Q_3_microbiome2_H	0.44181818181818183	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_saliva_Q_1_microbiome2_C	0.42613636363636365	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_saliva_Q_2_microbiome2_C	0.4318181818181818	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_saliva_Q_3_microbiome2_C	0.44299065420560746	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_human_Q_2_qiagen_H	0.42	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_saliva_Q_1_qiagen_C	0.44623655913978494	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_saliva_Q_2_qiagen_C	0.4540540540540541	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_saliva_Q_3_qiagen_C	0.4585537918871252	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_2_microbiome20_H	oral_human_Q_3_microbiome20_H	0.4244482173174873	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_2_microbiome20_H	oral_saliva_Q_1_microbiome20_C	0.44227642276422763	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_2_microbiome20_H	oral_saliva_Q_2_microbiome20_C	0.44749596122778673	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_2_microbiome20_H	oral_saliva_Q_3_microbiome20_C	0.4413145539906103	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
