sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
skin_armpit_O_1_microbiome20_L	skin_armpit_O_2_microbiome20_L	0.43771967006736456	human.armpit.O	MM (20-min.)	human.armpit.O	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_microbiome20_L	skin_armpit_O_3_microbiome20_L	0.48278768456863097	human.armpit.O	MM (20-min.)	human.armpit.O	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_microbiome2_L	skin_armpit_O_2_microbiome2_L	0.2860639253024734	human.armpit.O	MM (2-min.)	human.armpit.O	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_microbiome2_L	skin_armpit_O_3_microbiome2_L	0.43717956003750663	human.armpit.O	MM (2-min.)	human.armpit.O	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_qiagen_L	skin_armpit_O_2_qiagen_L	0.28260821477420545	human.armpit.O	PS	human.armpit.O	PS	human	human armpit	low	Low biomass
skin_armpit_O_1_qiagen_L	skin_armpit_O_3_qiagen_L	0.14250750636721293	human.armpit.O	PS	human.armpit.O	PS	human	human armpit	low	Low biomass
skin_armpit_O_2_microbiome20_L	skin_armpit_O_3_microbiome20_L	0.054427390440834306	human.armpit.O	MM (20-min.)	human.armpit.O	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_O_2_microbiome2_L	skin_armpit_O_3_microbiome2_L	0.47511190486180416	human.armpit.O	MM (2-min.)	human.armpit.O	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_O_2_qiagen_L	skin_armpit_O_3_qiagen_L	0.24739339765998541	human.armpit.O	PS	human.armpit.O	PS	human	human armpit	low	Low biomass
skin_foot_A_1_microbiome20_L	skin_foot_A_2_microbiome20_L	0.834238290484624	human.foot.A	MM (20-min.)	human.foot.A	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_A_1_microbiome20_L	skin_foot_A_3_microbiome20_L	0.376027512265012	human.foot.A	MM (20-min.)	human.foot.A	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_A_1_microbiome2_L	skin_foot_A_2_microbiome2_L	0.43513722799675386	human.foot.A	MM (2-min.)	human.foot.A	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_A_1_microbiome2_L	skin_foot_A_3_microbiome2_L	0.36441527052269185	human.foot.A	MM (2-min.)	human.foot.A	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_A_1_qiagen_L	skin_foot_A_2_qiagen_L	0.13918242190254618	human.foot.A	PS	human.foot.A	PS	human	human foot	low	Low biomass
skin_foot_A_1_qiagen_L	skin_foot_A_3_qiagen_L	0.2930165184359956	human.foot.A	PS	human.foot.A	PS	human	human foot	low	Low biomass
skin_foot_A_2_microbiome20_L	skin_foot_A_3_microbiome20_L	0.786363769366804	human.foot.A	MM (20-min.)	human.foot.A	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_A_2_microbiome2_L	skin_foot_A_3_microbiome2_L	0.12260940816453669	human.foot.A	MM (2-min.)	human.foot.A	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_A_2_qiagen_L	skin_foot_A_3_qiagen_L	0.28811189347482974	human.foot.A	PS	human.foot.A	PS	human	human foot	low	Low biomass
skin_foot_B_1_microbiome20_L	skin_foot_B_2_microbiome20_L	0.25991413937066926	human.foot.B	MM (20-min.)	human.foot.B	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_B_1_microbiome20_L	skin_foot_B_3_microbiome20_L	0.16871353774031309	human.foot.B	MM (20-min.)	human.foot.B	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_B_1_microbiome2_L	skin_foot_B_2_microbiome2_L	0.384387867383769	human.foot.B	MM (2-min.)	human.foot.B	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_B_1_microbiome2_L	skin_foot_B_3_microbiome2_L	0.3119479264992949	human.foot.B	MM (2-min.)	human.foot.B	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_B_1_qiagen_L	skin_foot_B_2_qiagen_L	0.10039058058479138	human.foot.B	PS	human.foot.B	PS	human	human foot	low	Low biomass
skin_foot_B_1_qiagen_L	skin_foot_B_3_qiagen_L	0.25711660073294457	human.foot.B	PS	human.foot.B	PS	human	human foot	low	Low biomass
skin_foot_B_2_microbiome20_L	skin_foot_B_3_microbiome20_L	0.2390147683508783	human.foot.B	MM (20-min.)	human.foot.B	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_B_2_microbiome2_L	skin_foot_B_3_microbiome2_L	0.3058119030774862	human.foot.B	MM (2-min.)	human.foot.B	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_B_2_qiagen_L	skin_foot_B_3_qiagen_L	0.28283591609994285	human.foot.B	PS	human.foot.B	PS	human	human foot	low	Low biomass
skin_foot_O_1_microbiome20_L	skin_foot_O_2_microbiome20_L	0.513857119793459	human.foot.O	MM (20-min.)	human.foot.O	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_O_1_microbiome20_L	skin_foot_O_3_microbiome20_L	0.8247155625455629	human.foot.O	MM (20-min.)	human.foot.O	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_O_1_microbiome2_L	skin_foot_O_2_microbiome2_L	0.12014012717171882	human.foot.O	MM (2-min.)	human.foot.O	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_O_1_microbiome2_L	skin_foot_O_3_microbiome2_L	0.37716188344834867	human.foot.O	MM (2-min.)	human.foot.O	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_O_1_qiagen_L	skin_foot_O_2_qiagen_L	0.15543342140998634	human.foot.O	PS	human.foot.O	PS	human	human foot	low	Low biomass
skin_foot_O_1_qiagen_L	skin_foot_O_3_qiagen_L	0.4635082693269745	human.foot.O	PS	human.foot.O	PS	human	human foot	low	Low biomass
skin_foot_O_2_microbiome20_L	skin_foot_O_3_microbiome20_L	0.3298941237114489	human.foot.O	MM (20-min.)	human.foot.O	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_O_2_microbiome2_L	skin_foot_O_3_microbiome2_L	0.4144358202563898	human.foot.O	MM (2-min.)	human.foot.O	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_O_2_qiagen_L	skin_foot_O_3_qiagen_L	0.4982914260855638	human.foot.O	PS	human.foot.O	PS	human	human foot	low	Low biomass
skin_forehead_A_1_1_microbiome2_C	skin_forehead_A_2_1_microbiome2_C	0.24207751752903867	human forehead A	MM (2-min.)	human forehead A	MM (2-min.)	human	human forehead	low	Low biomass
