sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
oral_human_D_3_microbiome20_H	oral_saliva_D_3_microbiome20_C	0.7272444085221056	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_3_microbiome2_H	oral_saliva_D_1_microbiome2_C	0.3659807328084715	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_3_microbiome2_H	oral_saliva_D_2_microbiome2_C	0.6374016728712949	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_3_microbiome2_H	oral_saliva_D_3_microbiome2_C	0.27957493843301007	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_3_qiagen_H	oral_saliva_D_1_qiagen_C	0.3768466411765711	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_3_qiagen_H	oral_saliva_D_2_qiagen_C	0.39936651776795756	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_3_qiagen_H	oral_saliva_D_3_qiagen_C	0.4440657996646162	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_O_1_microbiome20_H	oral_human_O_2_microbiome20_H	0.23026564691040027	human.saliva.O	MM (20-min.)	human.saliva.O	MM (20-min.)	human	human saliva	high	High biomass
oral_human_O_1_microbiome20_H	oral_human_O_3_microbiome20_H	0.2495041740811492	human.saliva.O	MM (20-min.)	human.saliva.O	MM (20-min.)	human	human saliva	high	High biomass
oral_human_O_1_microbiome2_H	oral_human_O_2_microbiome2_H	0.1999225102852237	human.saliva.O	MM (2-min.)	human.saliva.O	MM (2-min.)	human	human saliva	high	High biomass
oral_human_O_1_microbiome2_H	oral_human_O_3_microbiome2_H	0.7746300173630141	human.saliva.O	MM (2-min.)	human.saliva.O	MM (2-min.)	human	human saliva	high	High biomass
oral_human_O_1_qiagen_H	oral_human_O_2_qiagen_H	0.17598137569807729	human.saliva.O	PS	human.saliva.O	PS	human	human saliva	high	High biomass
oral_human_O_1_qiagen_H	oral_human_O_3_qiagen_H	0.6584195892051997	human.saliva.O	PS	human.saliva.O	PS	human	human saliva	high	High biomass
oral_human_O_2_microbiome20_H	oral_human_O_3_microbiome20_H	0.1086259119528155	human.saliva.O	MM (20-min.)	human.saliva.O	MM (20-min.)	human	human saliva	high	High biomass
oral_human_O_2_microbiome2_H	oral_human_O_3_microbiome2_H	0.584418194261559	human.saliva.O	MM (2-min.)	human.saliva.O	MM (2-min.)	human	human saliva	high	High biomass
oral_human_O_2_qiagen_H	oral_human_O_3_qiagen_H	0.5219580021186444	human.saliva.O	PS	human.saliva.O	PS	human	human saliva	high	High biomass
oral_human_P_1_microbiome20_H	oral_human_P_2_microbiome20_H	0.2389352947342271	human.saliva.P	MM (20-min.)	human.saliva.P	MM (20-min.)	human	human saliva	high	High biomass
oral_human_P_1_microbiome20_H	oral_human_P_3_microbiome20_H	0.3514222778387349	human.saliva.P	MM (20-min.)	human.saliva.P	MM (20-min.)	human	human saliva	high	High biomass
oral_human_P_1_microbiome2_H	oral_human_P_2_microbiome2_H	0.11612989935349119	human.saliva.P	MM (2-min.)	human.saliva.P	MM (2-min.)	human	human saliva	high	High biomass
oral_human_P_1_microbiome2_H	oral_human_P_3_microbiome2_H	0.29648723236788	human.saliva.P	MM (2-min.)	human.saliva.P	MM (2-min.)	human	human saliva	high	High biomass
oral_human_P_1_qiagen_H	oral_human_P_3_qiagen_H	0.15379568526300466	human.saliva.P	PS	human.saliva.P	PS	human	human saliva	high	High biomass
oral_human_P_2_microbiome20_H	oral_human_P_3_microbiome20_H	0.133008104580495	human.saliva.P	MM (20-min.)	human.saliva.P	MM (20-min.)	human	human saliva	high	High biomass
